fish_info,quantity,observed,lower_ci,upper_ci
fishless,between_var,0.382810729476469,0.358785980209629,0.410414717584601
fishless,within_var,0.267706882347414,0.249482618592632,0.287225526389024
fishless,between_var_prop,0.588470969145888,0.561949705126922,0.616004597098765
fishless,within_var_prop,0.411529030854112,0.383995402901234,0.438050294873078
fish,between_var,0.171681364097806,0.164329007980262,0.179240939691363
fish,within_var,0.0719658595073411,0.0670926126396473,0.0758218826194621
fish,between_var_prop,0.704630906757352,0.691279478696413,0.720529877828847
fish,within_var_prop,0.295369093242648,0.279470122171153,0.308720521303587
