"lake","fric_ses","fdis_ses","fdiv_ses","feve_ses"
"tayo",2.22244645662301,0.736492783191607,0.707369885571739,0.923875982945882
"temple",0.296484545731702,-0.353597708082662,1.23384561794727,1.71066672700817
"timberline",0.805531634207466,1.33010996381504,0.345951527794805,0.143154427936488
"upper_black_joe",-0.855717386292718,-1.03255830114815,1.1490843147426,1.25842942455195
"upper_ice",1.50091010052403,1.76418330512913,0.938014365023001,1.49855241420729
"upper_indian",0.581699213028908,1.66804498579689,0.975179322760773,0.860638312657934
"upper_jean",-0.492819702478864,0.225943220220225,0.463407936361932,0.203292993010401
"upper_lost",0.870764491866221,1.85234629555049,1.12393773069075,0.831732491210144
"upper_spider",-0.333525950925816,0.807189547234339,0.347740665028165,1.32032274454381
"upper_toadstool",-1.37120250864423,-0.223899386156132,0.090461047240068,1.69683738003629
"walled",0.228259920168879,0.402863877418068,-0.850699245346399,-1.57566594169956
"warbonnet",-0.927222885494636,-0.971127212835438,1.05771411696314,-0.38651875424341
"waterfall",-0.221936138758257,0.360277349697937,-0.601747295652559,1.70706077974971
"west_bear",-0.328425142003966,1.46434199757383,0.198651210082164,2.38784068863388
"west_mtlester",-0.895863581289532,1.55018206249105,0.626578374882057,-1.27347005673393
"west_noname",-0.453646175406705,0.200426631976981,-1.63481201813599,-1.33592234078158
"windy",2.64063775078091,1.58303604990445,0.175049158006539,1.30321656250284
"zigzag",-0.901443653046241,1.16795942777665,-1.39597221069701,-0.168669641637024
